,index,user_id,post_time,tweet,hour
258,58,Kevin Rudd,2021-10-01 23:13:36+00:00,"Minister Dutton is losing his marbles in quarantine, now lashing out at those who dare to criticise his failure on submarines—8yrs of stalling, waste of up to $4 BILLION &amp; now jeopardising our global standing. My personal plea to Morrison: give him a stiff drink &amp; some time off. https://t.co/bugomfi4i3",23
259,59,Kevin Rudd,2021-10-01 01:35:06+00:00,YouTube banned Murdoch’s Sky News because they promoted quack Covid cures. Now you see why. Murdoch affects gullible people on vaccine hesitancy. At the same time Murdoch campaigns hypocritically against lockdowns - made necessary by low vaccination rates. https://t.co/nOocR9xtbP,1
260,60,Kevin Rudd,2021-09-30 20:58:13+00:00,"So, Morrison finally realises he should be at the COP26 climate summit. But now he’s floating the idea of a 2035 target when the entire world is focussed on 2030 GHG reductions. It’s all about pushing the delivery date further into the future. It’s all domestic pre-election spin. https://t.co/zsccZEn85S",20
261,61,Kevin Rudd,2021-09-30 06:49:25+00:00,"A perfect example of how Murdoch works. Turnbull raised two substantive questions on Morrison’s subs: 1) highly enriched uranium; 2) our national reputation for trust. Instead of engaging in policy debate, Murdoch engages in character assassination. #MurdochRoyalCommission https://t.co/OZ6mHFFJ1r",6
262,62,Kevin Rudd,2021-09-30 05:20:13+00:00,Yet another policy failure from the Federal Govt on Covid. Vaccines. Quarantine. And now this. Hunt should fully disclose who benefitted financially from this $9 million worth of waste.   https://t.co/crKw5SKeLB,5
263,63,Kevin Rudd,2021-09-29 07:59:28+00:00,Turnbull is correct. It is PATRIOTIC to question Morrison's colossally incompetent mishandling of Australia's diplomacy. It is UNPATRIOTIC to say nothing while Morrison &amp; Dutton play fast and loose with national security to distract from their failures on vaccination &amp; quarantine https://t.co/HPtFHuWlG8,7
264,64,Kevin Rudd,2021-09-29 06:31:36+00:00,"A lot of “lashing” here from Murdoch’s #CourierFail. After 18 months rubbishing @AnnastaciaMP as a 'health dictator' over snap lockdowns, despite support by QLDers who just want to remain safe, they now attack her for not locking down sooner! Hypocrites. #MurdochRoyalCommission https://t.co/nEqTEixn2Y",6
265,65,Kevin Rudd,2021-09-29 03:17:57+00:00,"Murdoch walking both sides of the street on climate change. On the one hand telling their metro readers that they now really, honest to god, believe in carbon neutrality. On the other hand they feed up a raw diet of climate denial via Jones and Bolt. Total hypocrites. https://t.co/L3hRfVAFsc",3
266,66,Kevin Rudd,2021-09-28 21:31:29+00:00,Is Morrison seriously telling the Australian people that no one within the ranks of the Royal AUSTRALIAN  Navy could be found today run this Australian project - on behalf of Australia?  https://t.co/vcpMuljR81,21
267,67,Kevin Rudd,2021-09-28 07:45:11+00:00,"What a rabble. Morrison is scrambling for a pre-election fix, even after his boss Murdoch gave permission to announce net-zero by 2050. I predict the Nats will be bought for a barrel of election pork. So is this real policy? Nope, just a political mirage. https://t.co/y5EM7t2nrR",7
268,68,Kevin Rudd,2021-09-27 11:47:53+00:00,How weak can you get! There’s always a domestic priority to attend to. Turnbull made it to Paris in 2015 when it mattered. I made it to Copenghagen in 2009 to negotiate the Copenhagen Accord. But not Morrison because ultimately he doesn’t believe in it.  https://t.co/WFAX0ibSRa,11
269,69,Kevin Rudd,2021-09-27 11:18:07+00:00,Xi Jinping’s pledge to stop building coal-fired power plants overseas is a big deal. It will affect the global demand for coal. But China still has to do much more before #COP26 in Glasgow to reduce its major reliance on coal at home. My @NikkeiAsia op-ed. https://t.co/RgGzocpywV,11
270,70,Kevin Rudd,2021-09-27 06:51:17+00:00,"Murdoch's climate crabwalk on steroids... They insisted clean energy would bankrupt the country. Now they hail Morrison as a green messiah. FFS. Do they take us for fools. The Murdoch monopoly is accountable to no one, not even their own propaganda. #MurdochRoyalCommission https://t.co/qvZRmbFHgS",6
271,71,Kevin Rudd,2021-09-27 03:08:31+00:00,"Signs of the times. This is what ⁦@TurnbullMalcolm⁩ and I have been warning about for some time - the Murdoch-Fox-Sky far right agenda being pumped out every day through regional commercial television networks, YouTube &amp; other social media platforms. https://t.co/UM49bQgLAh",3
272,72,Kevin Rudd,2021-09-26 23:19:52+00:00,Really important for our democracy. Morrison has tried to muzzle Aussie charities from ever raising their voice against government. Now the Administrative Appeals Tribunal ( a Whitlam Govt innovation to keep govts honest) has overruled Morrison’s regulator https://t.co/UANEupXUro,23
273,73,Kevin Rudd,2021-09-26 08:05:06+00:00,"This week I sat down with Germany’s Der Spiegel. A robust discussion on China relations, the future of trade and defence agreements, particularly as concerns Australia. Here’s the English version.

https://t.co/FKLkdgBmVv https://t.co/KWomZLTETB",8
274,74,Kevin Rudd,2021-09-26 04:53:23+00:00,"Last time Murdoch’s favoured presenter was called out by @ADL for promoting the antisemitic “great replacement” theory, Lachlan denied it! Carlson’s response now? “Fuck them”. Murdoch is rolling out this same model in Oz. Deny, distract, double down.
https://t.co/Q6AdXR4WDh",4
275,75,Kevin Rudd,2021-09-26 02:43:50+00:00,"Poor old Ackerman—brought back to life for another Murdoch political smear. Only problem: Murdoch editor, Sheridan, contradicts him! I haven’t opposed nuclear-powered subs. Like Labor, I’ve asked core technical questions. &amp; pointed to Morrison's deliberate botch-up with France. https://t.co/H9YqXtqMgx",2
276,76,Kevin Rudd,2021-09-25 23:48:54+00:00,I recently joined Labor branches near my hometown of Nambour for their 'Light on the Hill' dinner. Here's some of what I had to say. Bottom line: Morrison's core unifying value is power &amp; greed. The solution is a Labor Govt. https://t.co/VSzBZWpgcB,23
277,77,Kevin Rudd,2021-09-25 02:28:46+00:00,"This morning I joined @RadioNational to discuss Xi Jinping’s Pivot to the State, what it means for China’s domestic economy—and its international relations. https://t.co/cE5toS1JRu",2
278,78,Kevin Rudd,2021-09-24 20:03:29+00:00,Global Citizen do great work for the world’s poor and on the causes that really matter. Started by a bunch of young Aussies. Am glad that the @Asia21Leaders program is partnering with them. Be part of their annual advocacy concert at 7pm CEST. Details here https://t.co/JQN4glORBu https://t.co/gxCbIOsWzY,20
279,79,Kevin Rudd,2021-09-24 07:25:07+00:00,"Got this on my iPhone from Uber today…if they’re trying to recruit me, I’m sorry to report I won’t be moonlighting again any time soon. Plus, @Jess_Rudd will dob on me if I give any more free lifts. https://t.co/NblUErt42o",7
280,80,Kevin Rudd,2021-09-24 06:02:56+00:00,And now for a unique take on this week’s  developments from citoyen Mark Humphreys. I particularly like his treatment of that industrial-sized dill Dutton. And the short film noir. https://t.co/t2Ytdohcly,6
281,81,Kevin Rudd,2021-09-24 03:57:00+00:00,And so the Murdoch media monopoly grows ever-more powerful. No person should have this much power in Australia. Least of all a foreigner. #MurdochRoyalCommission  https://t.co/hXOlt08E8X,3
282,82,Kevin Rudd,2021-09-23 21:00:22+00:00,"So what is Mr. Morrison’s response to this latest statement. If accurate, it undermines the Morrison political narrative that he had done exactly the reverse.  https://t.co/wiaozKlS7B",21
283,83,Kevin Rudd,2021-09-23 06:57:13+00:00,"A-grade hypocrisy. When @AnnastaciaMP called for a plan to vaccinate kids when the health advice stacks up, Hunt, Liberal Ministers &amp; Murdoch attacked her for 'scaremongering'. Now she's been proven right, not a sentence of apology, instead Hunt is praised for his foresight! https://t.co/V4E7wHltGY",6
284,84,Kevin Rudd,2021-09-23 05:03:51+00:00,"Morrison fails on vaccines again!A local  GP here in Qld told me that  having been promised thousands of Pfizer doses, yesterday they were rung to say they wouldn’t be coming. And that’s why Morrison is busy on his submarine political distraction strategy. https://t.co/CIpiqG89b4",5
285,85,Kevin Rudd,2021-09-23 01:11:19+00:00,Morrison's foreign policy mismanagement results in the US President apologising to France for keeping them in the dark. Morrison wanted a 'wow’ factor in his pre-election agenda shift—given his terminal pandemic mismanagement. My thoughts on @RNBreakfast: https://t.co/luaWH2NxOm,1
286,86,Kevin Rudd,2021-09-22 07:21:06+00:00,"Something is happening in China that many in the West do not yet understand. Xi’s domestic economic policy shift is a pivot to the party &amp; state based on 3 driving forces: ideology, demographics &amp; decoupling. My thoughts in yesterday’s Wall Street Journal. https://t.co/DxQVz8Mn9F",7
287,87,Kevin Rudd,2021-09-22 06:30:12+00:00,"Recently dropped by my old school in Eumundi to donate a citizenship prize. In my day, we had 5 teachers. Now 80 staff and nearly 700 kids! Caught up with school leaders, students Isla, Lachlan &amp; Meg - and saw the school library and hall we built during the GFC. https://t.co/ZPNi3YMcQQ",6
288,88,Kevin Rudd,2021-09-22 02:22:22+00:00,"My piece on the impact of Morrison’s nuclear screw-up on wider allied solidarity on China: it’s become massively divisive between the US &amp; Europe, risks alienating SE Asia, slowing EU-Aus trade negotiations &amp; bringing forward climate tariffs on our exports.https://t.co/BlZEe4ofny",2
289,89,Kevin Rudd,2021-09-22 00:30:26+00:00,"Our national solidarity should be with all those affected by the earthquake in Victoria. Therese &amp; I are deeply concerned  for all families in affected areas. Please cooperate with emergency services &amp; volunteers on the ground assessing &amp; responding.
https://t.co/q5dS8ZXNst",0
290,90,Kevin Rudd,2021-09-21 22:10:47+00:00,I disagree with Morrison’s treatment of France. He deceived them over the submarine contract &amp; didn’t invite a re-tender. Morrison is foolish to destroy our friendship given France’s influence in the world &amp; work with us. My argument in Le Monde. English: https://t.co/JVnWZlmIcH https://t.co/fvulQY3D9h,22
291,91,Kevin Rudd,2021-09-21 20:01:42+00:00,"For those of you up early, join me live for an @AsiaPolicy discussion with my good friend and Indonesian foreign minister, Retno Marsudi. Lots to talk about on Indonesia’s regional &amp; global priorities, the fight against COVID, Myanmar and AUKUS. @Menlu_RI https://t.co/TSecZCXny7",20
292,92,Kevin Rudd,2021-09-21 05:55:06+00:00,Thank you to all our friends who’ve been sending me birthday greetings today. Therese and our family organised a boat ( conventionally powered) to take us up the Noosa River through the lakes system. Stunning country. Hadn’t been right up there since I was at Nambour High. https://t.co/vzCze1xErb,5
293,93,Kevin Rudd,2021-09-21 02:30:36+00:00,Sally McManus is 100% right. https://t.co/ySvfDC93HS,2
294,94,Kevin Rudd,2021-09-20 14:01:22+00:00,“COVID cases to 'go through the roof' once state opens up as NSW records 935 infections” Berejiklian caused this by refusing early lockdown. Now trying to politically inoculate herself by getting the news out early on the disaster yet to come. So cynical.  https://t.co/WoD0STobZe,14
295,95,Kevin Rudd,2021-09-20 10:12:29+00:00,"While in the NT on the weekend, I joined in marking the 20th Anniversary of the first Territory Labor Government under Claire Martin. Congrats also to great Labor leaders @fanniebay &amp; Paul Henderson. Also campaigned with @LukeGoslingMP, our fantastic MP for Solomon. https://t.co/UbNZyNGilE",10
296,96,Kevin Rudd,2021-09-20 06:43:45+00:00,"So the Murdoch media today in The Australian attacked my argument that they’re a Liberal Party Protection Racket. Oops…They obviously didn’t see these front page shockers—after praising Berejiklian, now they’re attacking Dan for plans to ease restrictions! Bald faced liars. https://t.co/ijGI2oxXgr",6
297,97,Kevin Rudd,2021-09-20 03:16:28+00:00,You know Murdoch is smarting over the Australian public’s disgust at his abuse of monopoly power. Hence the deployment of his most grovelling underlings @RobotTimBlair &amp; Mitchell on the attack. Got news for Rupert &amp; Lachlan: we’ve barely begun. #MurdochRoyalCommission. https://t.co/uhbYyDqDrL,3
298,98,Kevin Rudd,2021-09-19 14:56:10+00:00,Morrison just makes it up as he goes along. National security is a serious business. Not a series of afterthoughts.  https://t.co/1itJQdtAqk,14
299,99,Kevin Rudd,2021-09-19 11:23:18+00:00,Why does it take an eternity for Morrison to admit an anonymous gift of cash to a Cabinet minister to pay his massive legal fees is just plain wrong. Just imagine for a moment if this occurred under our government. This government is increasingly corrupt.  https://t.co/wHJGO4OBBT,11
300,100,Kevin Rudd,2021-09-19 08:36:05+00:00,"While in Darwin, I dropped in to see Petrit Abazi &amp; his team at the Northern Centre for Contemporary Art. They’re promoting this innovative next wave in Indigenous art. Do yourself a favour, if your state’s health orders allow it, &amp; visit these guys.

https://t.co/q6oi5TivJB https://t.co/oZ0drLGzGw",8
301,101,Kevin Rudd,2021-09-19 01:44:58+00:00,The political bias of that leading Murdoch puppet Chris Jones (Editor of the Qld Murdoch monopoly—@itsmechrisjones) on full display. Quarantine is 100% Morrison’s constitutional responsibility; he could also speak out on countless hotel quarantine outbreaks &amp; #strandedAussies. https://t.co/pYxz5ao7cG,1
302,102,Kevin Rudd,2021-09-18 09:01:24+00:00,This government is run by diplomatic and national security incompetents. Trashing Australia’s good name around the world as if it doesn’t really matter. Well it does. Bit by bit this lot shred our international standing. It’s time for them to be thrown out https://t.co/236RXmTft9,9
303,103,Kevin Rudd,2021-09-17 21:56:21+00:00,"Morrison totally out of his depths on subs, national security and foreign policy. One botch up after another. Almost as bad as on quarantine, vaccines and public health. My thoughts.

https://t.co/Ydd9yaOgtK",21
304,104,Kevin Rudd,2021-09-17 02:32:07+00:00,"A voice from front line NSW health workers.Berejiklean like Hunt is shameless.She refuses to accept culpability for refusing to lock down early:result 50,000 cases &amp; 264 deaths.Hunt failed to secure Pfizer even when they came to him.Just resign.Both of you https://t.co/dKJ5CIQIZ7",2
305,105,Kevin Rudd,2021-09-16 20:13:09+00:00,"Our govt launched a plan for a new generation of subs in 2009. This govt has botched its implementation over 8 years, wasted up to $4 billion and produced zero subs. What we need is a national China strategy rather than just the “drums of war” rhetoric. https://t.co/XWaX9zWndK",20
306,106,Kevin Rudd,2021-09-16 09:23:37+00:00,"Well done @albomp, stating the hard facts. His comments here.

https://t.co/XOvcVvzatV",9
307,107,Kevin Rudd,2021-09-16 08:42:44+00:00,"My government commissioned a doubling of the submarine fleet in ‘09. Since 2013 we’ve had 6 ministers, 3 PMs, now the 3rd sub plan from this lot. Up to $4 billion wasted &amp; not a single boat. Financial waste &amp; security incompetence. I’m on @abc730 tonight on this botch up. https://t.co/NxXSAimOr8",8
308,108,Kevin Rudd,2021-09-15 10:26:12+00:00,"Just sack him Morrison. It’s clear cut. You don’t need “advice” on such a basic question of right and wrong, unless you’re trying to find an escape route.If a cabinet minister thinks he can get away with this level of deception, he should not be a minister https://t.co/hqpLcEM7JC",10
309,109,Kevin Rudd,2021-09-15 06:06:16+00:00,"Craig Emerson is right. So is Malcolm Turnbull on the unacceptability of this blatant disregard for basic transparency. If Morrison tolerates this from a Cabinet Minister, the country is on a very slippery slope. #NationalAntiCorruptionCommission https://t.co/GjCTCWXhEm",6
310,110,Kevin Rudd,2021-09-15 05:39:45+00:00,"There you have it, directly from Murdoch’s #1 US mouthpiece, Tucker Carlson. Freely admitting he lies whenever he likes. The Fox/Sky strategy is simple: capture the right; radicalise them into the far-right. A cancer on democracy.#MurdochRoyalCommission
https://t.co/HAoflKNk2V",5
311,111,Kevin Rudd,2021-09-14 22:23:30+00:00,"Here's Australia's media regulator, utterly unapologetic about their failure to monitor for COVID-19 misinformation on Australian TV by Murdoch. They hadn't even watched the offending videos! Not a problem. I'll send them our copies. And ask for a ruling. #MurdochRoyalCommission https://t.co/tIFRdBm4Vs",22
312,112,Kevin Rudd,2021-09-14 13:38:29+00:00,This man was the first law officer of the Commonwealth. And his attitude to transparency is … https://t.co/LJ4Csd9pZ4,13
313,113,Kevin Rudd,2021-09-14 03:56:56+00:00,"After only 3 months attempting to imitate Murdoch's ""culture war"" model on the UK equivalent of Fox and Sky, even Andrew Neil—right-wing figure &amp; fmr long-time Murdoch associate—has had enough and resigned as chairman. #MurdochRoyalCommission https://t.co/an0wlK8jRH",3
314,114,Kevin Rudd,2021-09-13 10:02:48+00:00,Murdoch’s Gleeson hasn’t bothered asking Qlders if they’d prefer to be thrown to the wolves like in NSW. And zero reference by Gleeson to Morrison's quarantine outbreaks; his vaccine failure; aged care failure; his JobKeeper free-for-all for his mates. Hypocrite! https://t.co/VO36avQc8f,10
315,115,Kevin Rudd,2021-09-13 07:17:57+00:00,Surprised that the LNP pocketed cash from Morrison's JobKeeper free-for-all? Imagine the outcry had Labor done this. But it's utterly unsurprising that Murdoch still hasn't reported how much their companies profited from govt support &amp; shutting 112 newspapers! https://t.co/VVvHwoHQZg,7
316,116,Kevin Rudd,2021-09-13 02:27:11+00:00,So here’s Murdoch’s cartoonist following the company line supporting the LNP: hoping the NSW Covid debacle spreads to Qld to make Berejiklian look better &amp; support Morrison’s demand to lift restrictions. They can’t bear the Qld Govt working its guts out to keep Qlders safe. https://t.co/aco9MUEMzv,2
317,117,Kevin Rudd,2021-09-12 22:50:41+00:00,Morrison on Pfizer: an essay in incompetence. Jesus wept.  https://t.co/ABeakK2tnV,22
318,118,Kevin Rudd,2021-09-12 08:19:25+00:00,"2) Then I distract you with “the drums of war” on China, making inflammatory statements that actually increase the prospect of retaliation from Beijing; you’ll see how hairy-chested I am—instead of implementing the rational, coherent, hard line strategy this country needs. https://t.co/rwqzXwGhwY",8
319,119,Kevin Rudd,2021-09-12 08:19:23+00:00,"Get ready for the Morrison-Murdoch 2-part “cunning plan” for re-election.
1) Borrow Boris’ UK “Freedom Day” so I, Scotty, promise to free you from State lockdown &amp; border controls; and you forget my incompetence on quarantine &amp; vaccines that locked you down in the first place. https://t.co/vwPrYqJ7ec",8
320,120,Kevin Rudd,2021-09-12 01:04:15+00:00,"Murdoch’s Liberal Protection Racket hard at work today right across the Murdoch Sunday papers. That’s 2.5 million readers. The message: 1) please forget that Berejiklean brought about 30,000 NSW infections by failing to lock down early 2) Saint Gladys will now “give you freedom”. https://t.co/t8Cfwio5aI",1
321,121,Kevin Rudd,2021-09-11 08:54:19+00:00,"Murdoch’s SkyNews CEO, Boris Whittaker, had a shocker at this week’s Senate Inquiry into Covid misinformation. A news monopoly with this much to hide deserves a #MurdochRoyalCommission. https://t.co/LotO3UdbUM",8
322,122,Kevin Rudd,2021-09-10 23:55:29+00:00,Shameless Murdoch Greenwashing. Finally worked out they destroyed their brand over climate? The same Murdoch that campaigned for Abbott to kill climate action. Then destroyed Turnbull on climate. Now expects us to airbrush the past &amp; trust them. FFS. #MurdochRoyalCommission https://t.co/Z6xKXKyNXm,23
323,123,Kevin Rudd,2021-09-10 09:31:01+00:00,"Just months ago, the very smug Greg Hunt bragged about his early &amp; continuing negotiations with Pfizer. Pigs might fly. Now we see official emails that expose the truth. Hunt should resign. Or be sacked. #HuntMustGo https://t.co/I1Unhsgs41",9
324,124,Kevin Rudd,2021-09-10 02:40:22+00:00,"As new Covid cases in NSW reach a daily record of 1,500, and a total of 30,000, the Liberals Berejiklian having caused this crisis by refusing to lock down early, now decides to cut and run and not front the daily media!It’s like Morrison running to Hawaii https://t.co/wN4Z5SE6g8",2
325,125,Kevin Rudd,2021-09-09 20:19:06+00:00,"This is how Murdoch in Sydney describes our state—“CRUEL QLD”. Murdoch puts this on page-1 in Sydney because, as a Liberal Party protection racket, attacking @AnnastaciaMP is easier than holding Berejiklian to account for failing to lockdown early—resulting in 28K active cases. https://t.co/myVV8fKWQl",20
326,126,Kevin Rudd,2021-09-09 09:30:48+00:00,Here’s a useful note on the IPA. https://t.co/fZ5Xb7Ih0B,9
327,127,Kevin Rudd,2021-09-09 09:20:20+00:00,"Murdoch, with a 70% monopoly, is obsessed with creating false equivalencies with the ABC...they even co-opted a dodgy IPA report to prove it. Murdoch mistakes are frequent, but corrections are rare. This time, it's clear-cut. NewsCorp must apologise.
https://t.co/BPfiwkS7td https://t.co/qtN4ZVj1Dj",9
328,128,Kevin Rudd,2021-09-09 05:18:18+00:00,Hunt failed to do his job. Hunt failed to protect ordinary Australians by ordering enough vaccines early. Hunt is the poster child of Liberal Party arrogance and incompetence. #HuntMustGo  https://t.co/SEfhfXP438,5
329,129,Kevin Rudd,2021-09-09 01:08:03+00:00,"Memo to Morrison. The new Covid variant “Mu” has already hit the US. It’s dangerous. Given the NSW &amp; other outbreaks occurred because you failed to set up an effective quarantine system, what is your new “national plan” to keep “Mu” out?  https://t.co/uHxL2dFoQ8",1
330,130,Kevin Rudd,2021-09-08 09:55:51+00:00,"For the night owls among us and for those of you wondering what Xi Jinping’s tech crackdown is all about, you might want to tune in to this @BBGNewEconomy discussion starting at midnight AEST. It follows an @AsiaSociety address I am releasing on the topic. https://t.co/Czl7zH8XYX",9
331,131,Kevin Rudd,2021-09-08 05:24:45+00:00,So there you have it folks!Morrison and Hunt dropped the ball last June securing a big early supply of Pfizer. It was Pfizer who approached Hunt.Not the other way round.And Hunt was just too busy to do the deal.For all of us. And now they blame the states! https://t.co/YChCJEjo0Z,5
332,132,Kevin Rudd,2021-09-08 01:09:55+00:00,"I agree with Turnbull and @MichaelEMann on Murdoch’s attempt to “greenwash” themselves in the lead up to the Glasgow climate conference. It’s all politics. They want to accommodate Morrison, making minor changes, but not on the big stuff that matters in the here &amp; now. https://t.co/wm61hPeQNZ",1
333,133,Kevin Rudd,2021-09-07 22:37:15+00:00,"Poor Murdoch CEO Boris Whittaker can't get his story straight. I'll answer: yes, Sky News has perpetuated out-and-out COVID misinformation...Denying that there's a pandemic, ignoring the facts on masks &amp; health orders, &amp; fanning anti-vaccine conspiracies. https://t.co/h4JuNweXsp",22
334,134,Kevin Rudd,2021-09-07 10:09:53+00:00,"Boris Whittaker, Murdoch's CEO of Sky News, had a shocker at the Senate Inquiry yesterday. After feigning outrage at digital monopolies for being foreign companies, watch him squirm as he realises News Corp is foreign-owned. Somebody give this man a briefing. https://t.co/q0VS80UP9M",10
335,135,Kevin Rudd,2021-09-07 03:15:27+00:00,"Every time Murdoch feels cornered on an issue, they attempt to distract the debate by smearing those they disagree with. The facts? SkyNews has poisoned our democracy by lying about this pandemic, and real people are suffering because of it.
https://t.co/ubQsEPBw4E",3
336,136,Kevin Rudd,2021-09-06 10:56:51+00:00,"My full testimony at today’s Senate Inquiry into Murdoch’s COVID misinformation. During a global pandemic, SkyNews has fanned anti-vaccine lies &amp; pandemic-denial to millions of Australians. It’s time they &amp; their “co-regulator” are held accountable.

https://t.co/eVh2xETzA8",10
337,137,Kevin Rudd,2021-09-06 06:16:26+00:00,"Murdoch's Sky News CEO has told parliament the company's co-chair Lachlan Murdoch has ""no influence"" on their coverage. Funny... that's not exactly what Lachlan himself was saying a couple of years ago. We all know the truth. #MurdochRoyalCommission / https://t.co/3ZKpxswe3U https://t.co/vA2vBayPO6",6
338,138,Kevin Rudd,2021-09-06 01:47:37+00:00,"Senate Inquiry Update

LIVE NOW: https://t.co/3ZKpxswe3U

I’m up now, talking about Murdoch’s covid misinformation, including Sky’s fanning of anti-vaxx lies and pandemic-denial. https://t.co/znJiz5eM94",1
339,139,Kevin Rudd,2021-09-06 00:36:03+00:00,"LIVE NOW: https://t.co/3ZKpxswe3U
Murdoch's Sky News CEO testifying to the Senate about the platform's pandemic disinformation. #MurdochRoyalCommission https://t.co/yL5aIpRBKP",0
340,140,Kevin Rudd,2021-09-05 23:58:34+00:00,"LIVE NOW: https://t.co/3ZKpxswe3U
Google testifying to the Senate about why they finally cracked down on Murdoch's pandemic disinformation. #MurdochRoyalCommission https://t.co/yL5aIpRBKP",23
341,141,Kevin Rudd,2021-09-05 20:21:49+00:00,"The #MurdochRoyalCommission Senate Inquiry resumes today, examining Murdoch's promotion of pandemic denialism, anti-vaccine propaganda &amp; far-right conspiracy theories about COVID-19. No wonder Lachlan is too cowardly to front up to scrutiny. LIVE from 9am: https://t.co/3ZKpxswe3U https://t.co/J3SZkzGsip",20
342,142,Kevin Rudd,2021-09-05 05:02:24+00:00,"Happy Father’s Day to all Australian dads today. Solidarity with all those who are single parenting, those in lockdown, those separated by borders, for whom it’s been rough. This morning my son Marcus got up early to sign my card. Ella the cat insisted on signing with him. :) https://t.co/KYkXXzkjpi",5
343,143,Kevin Rudd,2021-09-04 04:37:13+00:00,"Another smear job today on ⁦@AnnastaciaMP⁩ by that drop-kick of an editor of Murdoch’s #CourierFail Chris Jones.Jones might tell us what his front page would be if Qld this morning had 31,000 cases (1,500 today alone);1000 in hospital;173 in ICU - just like they have in NSW https://t.co/s1XGKJLFi3",4
344,144,Kevin Rudd,2021-09-03 12:43:00+00:00,Oh Diddums. Poor Barnaby is worried about being bullied! About what? Science?The International Panel of Climate Change Scientists has agreed the science.Decoded what this really means is Joyce is holding out for cash so the Nationals can just be bought off https://t.co/IggnwB2wXS,12
345,145,Kevin Rudd,2021-09-03 04:04:48+00:00,"Lachlan Murdoch has such contempt for Australian institutions that he’s rejected the Senate’s invitation to examine his knowledge of SkyNews’s dangerous COVID misinformation. In fact, just as things get tough, he’s jetting back to the US. Spineless coward.
https://t.co/T3pXlg3KrG",4
346,146,Kevin Rudd,2021-09-03 01:50:53+00:00,"I've previously warned about this coordinated political agenda shift from Murdoch &amp; Morrison ahead of the election. Their cynical mission: blame Premiers for lockdowns caused by Morrison &amp; Hunt failing to order vaccines &amp; build quarantine facilities.

https://t.co/BUyNIG8A27 https://t.co/Ahyt4EwafB",1
347,147,Kevin Rudd,2021-09-03 01:48:26+00:00,"Murdoch rolling out Morrison &amp; Hunt’s propaganda, smearing @annastaciamp—all to engineer an agenda shift for their re-election. The Premier is asking basic questions about unvaccinated children &amp; practical details of “opening up”. Morrison should grow up &amp; answer her questions. https://t.co/s6b79QtXr4",1
348,148,Kevin Rudd,2021-09-02 23:32:08+00:00,Murdoch host Cory Bernardi continues to undermine vaccines by advancing the far-right conspiracy theory that dark forces are hiding the supposed real cures for COVID-19. On the same day we learned a NSW patient was hospitalised after taking ivermectin. Irresponsible &amp; dangerous. https://t.co/BvV45hjieT,23
349,149,Kevin Rudd,2021-09-02 10:42:08+00:00,"When Murdoch's empire lies about quack medical treatments being safer &amp; more effective than vaccines, they're putting lives at risk. One NSW resident has already been treated for an overdose of ivermectin (a drug that SkyNews falsely says cures Covid). #MurdochRoyalCommission https://t.co/3BGWA0AQlg",10
350,150,Kevin Rudd,2021-09-02 08:02:29+00:00,"You know Murdoch is frightened when they run BS personal smears like this. They used to do it to me all the time, cooking them up in the Liberals’ dirt unit—if not in-house by Murdoch’s own folks. Why: they always prefer to attack your character than have a real debate on policy. https://t.co/MHtqocjZm0",8
351,151,Kevin Rudd,2021-09-02 05:55:45+00:00,"The strategy? Distract from the facts: 1) Morrison let Covid in, refusing national quarantine; 2) Didn't order enough vaccines &amp; barely tried; 3) Pressured NSW not to lockdown, now at 20K active cases &amp; spreading; 4) Blames ALP states for restrictions caused by his incompetence. https://t.co/LPsrHds0Ji",5
352,152,Kevin Rudd,2021-09-02 05:55:43+00:00,"Morrison cast as the freedom warrior, but no acknowledgement that lockdowns came from his failed quarantine &amp; vaccine plans. A clear pre-election agenda shift; judging by this level of coordination with Murdoch, the poll could be sooner than we think. https://t.co/hhiYD4KhZh",5
353,153,Kevin Rudd,2021-09-02 05:55:41+00:00,Here's Murdoch faithfully executing Morrison's political strategy. @AnnastaciaMP is right to ask what will happen to unvaccinated children who are catching Delta. What's the Murdoch-Morrison answer? No answer. Just smear her reputation. https://t.co/HjFCe52HRv,5
354,154,Kevin Rudd,2021-09-02 02:17:17+00:00,"Nobody is above the law, including these parents, whose actions have put the public health of the state at risk. They now need to fully cooperate with authorities. https://t.co/9rTOMPvliN",2
355,155,Kevin Rudd,2021-09-02 01:32:56+00:00,"Lachlan Murdoch has been summoned by the Australian Parliament to answer for SkyNews’s pandemic denial and anti-vaccine conspiracy theories. Will he have the guts? Or does his contempt for scrutiny extend to ignoring the Senate? #MurdochRoyalCommission

https://t.co/SesoM0CXrw",1
356,156,Kevin Rudd,2021-09-01 05:31:00+00:00,A diatribe from failed Murdoch editor @penbo is a badge of honour. They go personal because they can't win a factual debate on Murdoch's abuse of power &amp; silencing victims of sexual misconduct. Maybe @penbo could post where I’ve blamed Murdoch for the 2010 coup? Answer: I haven’t https://t.co/NRXcKR0N30,5
357,157,Kevin Rudd,2021-09-01 04:07:14+00:00,"I'm appalled by the impact of COVID across Australia, and that includes its impact on our First Australians. Here's a statement I've just issued on behalf of the @NationalApology Foundation. https://t.co/zVkyaVWgH3",4
