,index,user_id,post_time,tweet,hour
140,140,Malcolm Turnbull 💉💉,2021-09-30 22:00:21+00:00,"RT @melaniebrockjpn: ""Our climate emergency requires huge amounts of green hydrogen"". An interesting article on hydrogen by @TurnbullMalcol…",22
141,141,Malcolm Turnbull 💉💉,2021-09-30 22:00:13+00:00,RT @DJMatthewDalton: A convincing critique of AUKUS by ⁦@TurnbullMalcolm⁩ who signed the French sub deal. Among other points: Australia wou…,22
142,142,Malcolm Turnbull 💉💉,2021-09-30 21:12:08+00:00,"RT @JulianPecquet: Buried in this @TurnbullMalcolm critique of AUKUS nuclear sub deal: It sets a precedent for #Iran ""to exploit as a justi…",21
143,143,Malcolm Turnbull 💉💉,2021-09-30 21:11:55+00:00,"RT @southasiatimes: #SATnews @TurnbullMalcolm @ScottMorrisonMP @VohraManpreet @PradeepKTaneja @SurjeetDhanji  
Former Australian PM Malcolm…",21
144,144,Malcolm Turnbull 💉💉,2021-09-30 21:11:34+00:00,"RT @DarylGKimball: Wow. Former Australian PM Malcom Turnbull, in an address to the National Press Club, delivers a devastating critique of…",21
145,145,Malcolm Turnbull 💉💉,2021-09-30 19:10:23+00:00,"RT @NoCoalRylstone: 99.2% of 2,064 submissions opposing coal exploration in Rylstone Region! A clear rejection of the proposal. Let's hope…",19
146,146,Malcolm Turnbull 💉💉,2021-09-30 19:07:33+00:00,"RT @ASAFRANCE2: #SOUSMARINS; #FlorencePARLY : La fiabilité américaine n’est plus aussi grande que par le passé. Pour la #MinistreDesArmées,…",19
147,147,Malcolm Turnbull 💉💉,2021-09-30 19:06:22+00:00,RT @surlamerique: @Ph_Etienne This long piece about #AUKUS from the former Prime minister of #Australia @TurnbullMalcolm is a must read. It…,19
148,148,Malcolm Turnbull 💉💉,2021-09-30 18:43:03+00:00,"RT @PerkovichG: Wow, very interesting, detailed statement by former PM Turnbull in Australia
Address to the National Press Club - September…",18
149,149,Malcolm Turnbull 💉💉,2021-09-30 09:49:11+00:00,RT @LaPresseManche: Malcolm Turnbull avait lui-même signé le contrat entre l'Australie et @navalgroup ⬇️ @TurnbullMalcolm @florence_parly…,9
150,150,Malcolm Turnbull 💉💉,2021-09-30 09:33:44+00:00,"RT @tcabarrus: Le #contrat rompu des #sousmarins français: ""l'#Australie a délibérément trompé la #France"" https://t.co/RSG1g8fPWy",9
151,151,Malcolm Turnbull 💉💉,2021-09-30 06:32:50+00:00,RT @adamkams: Really pleased to meet w @HarvardChanDean (co-chair w @TurnbullMalcolm &amp; @JMDBarroso of @R4RXResilience Commission) to discus…,6
152,152,Malcolm Turnbull 💉💉,2021-09-30 02:29:14+00:00,Morrison's subs disaster will have to be fixed no matter who wins via @crikey_news https://t.co/t39KGwHOzv,2
153,153,Malcolm Turnbull 💉💉,2021-09-29 20:21:16+00:00,"RT @wtmpacific: Good piece here from former Australian PM Malcolm Turnbull and iron ore magnate Andrew Forrest, on huge economic prospects…",20
154,154,Malcolm Turnbull 💉💉,2021-09-29 20:18:10+00:00,"RT @publicsenat: Crise des sous-marins : ""Naval Group n’avait pas du tout identifié que quelque chose se passait derrière. Nous non plus. P…",20
155,155,Malcolm Turnbull 💉💉,2021-09-29 20:17:57+00:00,"RT @publicsenat: Sous-marins : ""Il est urgent de renforcer l’Europe de la défense que nous construisons pas à pas depuis plusieurs années,…",20
156,156,Malcolm Turnbull 💉💉,2021-09-29 20:17:46+00:00,"RT @publicsenat: ""Le 16 juin, les Australiens ont fait part de leur évolution de l’analyse du contexte stratégique asiatique. Ils ont indiq…",20
157,157,Malcolm Turnbull 💉💉,2021-09-29 20:17:41+00:00,"RT @publicsenat: Sous-marins : ""La crise que nous connaissons est grave, elle n’est pas achevée simplement parce que le dialogue est renoué…",20
158,158,Malcolm Turnbull 💉💉,2021-09-29 20:17:20+00:00,"RT @publicsenat: ""AUKUS est en fait le nom d’une alliance militaire nouvelle, l’alignement sur une logique qui systématise la confrontation…",20
159,159,Malcolm Turnbull 💉💉,2021-09-29 20:17:00+00:00,"RT @publicsenat: Crise des sous-marins : ""Vous dites camouflet, moi je dis trahison !"", s’agace @JY_LeDrian qui évoque ""des mois de tromper…",20
160,160,Malcolm Turnbull 💉💉,2021-09-29 20:16:51+00:00,"RT @publicsenat: . @JY_LeDrian : ""Je le dis de manière catégorique, à aucun moment avant le 15 septembre les Australiens ne nous ont ouvert…",20
161,161,Malcolm Turnbull 💉💉,2021-09-29 20:16:40+00:00,"RT @publicsenat: ""Le 16 juin, les Australiens ont fait par de leur évolution de l’analyse du contexte stratégique asiatique. Ils ont indiqu…",20
162,162,Malcolm Turnbull 💉💉,2021-09-29 20:12:19+00:00,"RT @EchiquierSocial: ""Vous dites camouflet, moi je dis trahison !"", s’agace @JY_LeDrian qui évoque devant le Sénat ""des mois de tromperies,…",20
163,163,Malcolm Turnbull 💉💉,2021-09-29 20:12:16+00:00,"RT @EchiquierSocial: 🗣 @JY_LeDrian Audition @Senat #SousMarinGate :

""Je le dis de manière catégorique, à aucun moment avant le 15 septembr…",20
164,164,Malcolm Turnbull 💉💉,2021-09-29 16:06:07+00:00,"RT @juliahbanks: I’ve worked with ⁦⁦@TurnbullMalcolm⁩ 

and Scott

⁦Malcolm Turnbull’s integrity means he’s a respected leader in Australia…",16
165,165,Malcolm Turnbull 💉💉,2021-09-29 16:02:40+00:00,RT @prchovanec: DeSantis lecturing Australia on its COVID response is a bit like the captain of the Exxon Valdez giving out navigation advi…,16
166,166,Malcolm Turnbull 💉💉,2021-09-29 15:48:56+00:00,"RT @RFI: 🇦🇺🇫🇷 #SousMarins L’ex-1er ministre australien Malcolm #Turnbull, qui avait signé le #ContratduSiecle avec la France, estime que le…",15
167,167,Malcolm Turnbull 💉💉,2021-09-29 15:47:40+00:00,"RT @LCI: Crise des #sousmarins : Canberra a ""délibérément dupé"" la France, fustige l'ex-Premier ministre australien https://t.co/1GRG2EehbZ…",15
168,168,Malcolm Turnbull 💉💉,2021-09-29 15:46:02+00:00,"RT @Figaro_Live: #SousMarins: selon son prédécesseur, le Premier ministre australien a «dupé» la #France #SousMarinsGate #Australie https:/…",15
169,169,Malcolm Turnbull 💉💉,2021-09-29 15:36:10+00:00,"RT @EvansRyan202: It is fair to say that @TurnbullMalcolm is a skeptic when it comes to the submarine promise under AUKUS
https://t.co/Rn1t…",15
170,170,Malcolm Turnbull 💉💉,2021-09-29 15:36:08+00:00,RT @EvansRyan202: Worth reading in full. He makes arguments that demand a response not just from Morrison but from Washington at a high lev…,15
171,171,Malcolm Turnbull 💉💉,2021-09-29 11:44:51+00:00,RT @jonathanvswan: There’s a lot more to aukus/ Australian submarine debate than you’d gather from some of the coverage .. read this @Turnb…,11
172,172,Malcolm Turnbull 💉💉,2021-09-29 11:44:46+00:00,@jonathanvswan Congratulations on the Emmy and thanks for your tweet!,11
173,173,Malcolm Turnbull 💉💉,2021-09-29 10:40:13+00:00,"RT @abc730: ""It's pretty extraordinary language of one former prime minister to use against a Prime Minister from his own side,"" says @lati…",10
174,174,Malcolm Turnbull 💉💉,2021-09-29 10:39:44+00:00,RT @farm_strong: “Remember what you did to Macron?”: ⁦@TurnbullMalcolm⁩ tells ⁦@PressClubAust⁩ the ⁦⁦@ScottMorrisonMP⁩ government has “trea…,10
175,175,Malcolm Turnbull 💉💉,2021-09-29 09:52:31+00:00,@jeff_kennett Jeff. Wake up. Read the speech. The costs did not blow out.,9
176,176,Malcolm Turnbull 💉💉,2021-09-29 09:26:14+00:00,RT @MrKRudd: Turnbull is correct. It is PATRIOTIC to question Morrison's colossally incompetent mishandling of Australia's diplomacy. It is…,9
177,177,Malcolm Turnbull 💉💉,2021-09-29 09:05:27+00:00,RT @MikeCarlton01: Here’s Malcolm Turnbull’s speech.  https://t.co/bXQNgXjqbp via @turnbullmalcolm,9
178,178,Malcolm Turnbull 💉💉,2021-09-29 08:15:02+00:00,Our climate emergency requires huge amounts of green hydrogen  https://t.co/LecJUppcOk,8
179,179,Malcolm Turnbull 💉💉,2021-09-29 07:52:34+00:00,"“Yet the government has cancelled the Attack program and burned its bridges behind it. So, the final question is, what gives the government such confidence that this plan is going to work?” https://t.co/VKUFjWNckW",7
180,180,Malcolm Turnbull 💉💉,2021-09-29 06:37:29+00:00,RT @PressClubAust: @saysgrumpysuzie @TurnbullMalcolm @ABCTV @latingle @Gallo_Ways @Fi_Willan @CoughlanMatt @murpharoo @pablovinales @Henry_…,6
181,181,Malcolm Turnbull 💉💉,2021-09-29 05:59:50+00:00,‘Subterfuge and deceit’: Turnbull says Morrison put national security at risk https://t.co/6Qy9OQqy6k,5
182,182,Malcolm Turnbull 💉💉,2021-09-29 04:05:55+00:00,"RT @carlbildt: “There is no design, no costing, no contract. The only certainty is that 🇦🇺 won’t have new submarines for 20 years and their…",4
183,183,Malcolm Turnbull 💉💉,2021-09-29 03:38:45+00:00,Here is the text of my speech at the National Press Club today #AUKUS #submarines #nuclear https://t.co/2vAn5TPeFX,3
184,184,Malcolm Turnbull 💉💉,2021-09-28 20:56:45+00:00,"‘Clumsy, deceitful and costly’: Turnbull slams handling of nuclear submarine decision https://t.co/29TQRvFHUD",20
185,185,Malcolm Turnbull 💉💉,2021-09-28 20:54:02+00:00,https://t.co/rHH6odiEnl,20
186,186,Malcolm Turnbull 💉💉,2021-09-28 10:47:59+00:00,"RT @energynetworks: Don't miss our @COP26 fringe event in #Glasgow! Join us, former PM of Australia @turnbullmalcolm, and a panel of intern…",10
187,187,Malcolm Turnbull 💉💉,2021-09-28 01:10:25+00:00,RT @PressClubAust: Tomorrow: @TurnbullMalcolm addresses the #NPC in a Covid-safe virtual event. Tune in live on @ABCTV and iview from 12:30…,1
188,188,Malcolm Turnbull 💉💉,2021-09-27 09:08:59+00:00,"RT @iha_org: “Let’s do it together”, says Uwe Wehnhardt, CEO of @Voith_Hydro. ""We commit to respect, encourage and continue to develop stro…",9
189,189,Malcolm Turnbull 💉💉,2021-09-27 04:12:54+00:00,RT @MrKRudd: Signs of the times. This is what ⁦@TurnbullMalcolm⁩ and I have been warning about for some time - the Murdoch-Fox-Sky far righ…,4
190,190,Malcolm Turnbull 💉💉,2021-09-26 09:21:02+00:00,RT @LucyTurnbull_AO: 2/ Enough plastic water bottles already! Great work #Istanbul,9
191,191,Malcolm Turnbull 💉💉,2021-09-26 09:20:58+00:00,"RT @LucyTurnbull_AO: Smart, sensible, practical too Istanbul Turns Taps on Old Fountains, Joining Global Push for Free Drinks  https://t.co…",9
192,192,Malcolm Turnbull 💉💉,2021-09-25 10:11:12+00:00,"RT @renew_economy: Former PM Turnbull and mining billionaire Andrew Forrest launch new body to advocate for green only hydrogen sector, bot…",10
193,193,Malcolm Turnbull 💉💉,2021-09-24 22:41:43+00:00,RT @blairpalese: My latest: “Twiggy Forrest is outspending every other company &amp; currently almost every country in the world on #greenhydro…,22
194,194,Malcolm Turnbull 💉💉,2021-09-24 10:47:51+00:00,RT @energynetworks: #NEW! We can't wait to be joined by former Prime Minister of Australia @TurnbullMalcolm at our @COP26 fringe event in #…,10
195,195,Malcolm Turnbull 💉💉,2021-09-24 09:41:34+00:00,"RT @FortescueFuture: We use power generated by wind, hydro and solar to extract hydrogen from water. That’s what makes it ‘green’ hydrogen.…",9
196,196,Malcolm Turnbull 💉💉,2021-09-24 09:39:06+00:00,RT @waterpowermag: The San José Declaration on Sustainable Hydropower is set to launch today which puts forward a new set of fundamental pr…,9
197,197,Malcolm Turnbull 💉💉,2021-09-24 09:15:06+00:00,RT @business: Iron ore billionaire Andrew Forrest and former Australian Prime Minister Malcolm Turnbull will spearhead a new global body to…,9
198,198,Malcolm Turnbull 💉💉,2021-09-24 09:14:57+00:00,"RT @gh2org: Thank you to our panellists and attendees for joining the launch of the Green Hydrogen Organisation. 

Missed out on the event?…",9
199,199,Malcolm Turnbull 💉💉,2021-09-23 20:00:50+00:00,Financial markets are preparing for climate change and so must we https://t.co/tVghariml9,20
200,0,Kevin Rudd,2021-10-21 15:44:42+00:00,If accurate - that Morrison has tried to alter a scientific report on climate change to make it more politically compatible for his minimalist approach  - then it further destroys our international reputation as a responsible global citizen  https://t.co/10A1DCn1Dr,15
201,1,Kevin Rudd,2021-10-21 04:23:31+00:00,"It is wholly legitimate for Australians to want to understand what drives their prime minister. There is nothing unreasonable, let alone anti-Christian, about asking Morrison about his Pentecostal beliefs and how they influence his decisions. @crikey_news https://t.co/jVvBwl4LhP",4
202,2,Kevin Rudd,2021-10-20 23:13:47+00:00,"I suppose we’ve all got to zip sometime…

Congratulations Fran on your contribution to our democracy on @RNBreakfast. Australians have been extremely well served by your fairness, rigour and good humour over these 17 years. https://t.co/VYHFqoNQzq",23
203,3,Kevin Rudd,2021-10-20 12:59:25+00:00,The National Party no longer reflects the interests of the bush. Farmers are laughing at them on climate. It’s all political and emotional bullshit Bridget. And you know it. The real world of global agriculture has moved on to a less carbon intensive world https://t.co/AillU8DlN5,12
204,4,Kevin Rudd,2021-10-20 01:09:31+00:00,"Whatever emerges from these opaque discussions between Morrison and the National Party, it’s likely to include a giant pork barrel that will make sports rorts look like amateur hour. https://t.co/WStNwZ7Emq https://t.co/kZtRldcfWd",1
205,5,Kevin Rudd,2021-10-19 20:49:47+00:00,"RT @AustralianLabor: This Wednesday we invite you to join former Prime Minister Kevin Rudd (@MrKRudd) in conversation with @KristyMcBain, M…",20
206,6,Kevin Rudd,2021-10-19 10:33:17+00:00,"I had the pleasure of addressing the Australia-China Youth Dialogue @ACYDialogue symposium last week on the challenges in the Canberra-Beijing relationship. Some pretty frank analysis on the parlous state of the relationship, and what can be done. https://t.co/JrDpwEzeiW",10
207,7,Kevin Rudd,2021-10-18 22:55:53+00:00,Getting underway in a few minutes. Register here: https://t.co/B023DbwWX7 https://t.co/A4kiNxfBgF,22
208,8,Kevin Rudd,2021-10-18 08:47:20+00:00,"This is beyond gutless. Why doesn’t Morrison ask Albanese for the numbers to support a bold 2030 carbon reduction target on a bipartisan basis. And bugger the corrupt, money-grubbing, cretinous National Party.  https://t.co/myTitQshXv",8
209,9,Kevin Rudd,2021-10-18 08:37:11+00:00,"Malcolm is right on Murdoch, Morrison and Climate  https://t.co/8FBAhp6cIp",8
210,10,Kevin Rudd,2021-10-18 02:19:43+00:00,"Murdoch's so-called ""Australian"" gave that odious bottom-feeder Graham Richardson a platform for character assassination last week. So I decided to test their commitment to free speech by submitting some reflections of my own. You'll be shocked to learn they didn’t publish it. https://t.co/ubLO2NX0iP",2
211,11,Kevin Rudd,2021-10-17 06:35:56+00:00,"Increasingly #ScottyFromMarketing, after a decade of playing political games, is left with nowhere to hide on climate action and the need for robust 2030 carbon reduction targets. First Prince Charles. Then the Queen. And now the Australian Industry Group https://t.co/9aMXZsugNy",6
212,12,Kevin Rudd,2021-10-16 22:04:06+00:00,Useful summary of the political bilge we’ve had from Liberals on climate for 8 long years. The only public policy that is reducing emissions is our govt’s Mandatory Renewable Energy Target law which has lifted renewables from 4 to 23% of electricity supply https://t.co/SS37bs438k,22
213,13,Kevin Rudd,2021-10-16 21:40:07+00:00,Insightful piece by the ABC’s Laura Tingle. So much for Liberal-Liberal  collaboration on quarantine and public health. These  two in an ugly race to claim “credit” for “freedom day”.  Which of them will claim the “credit” if the NSW hospital system cracks https://t.co/Rf7qGQgPXX,21
214,14,Kevin Rudd,2021-10-16 07:53:44+00:00,"Real estate conglomerate Evergrande’s problems will have repercussions far beyond China. It presents a problem for Xi politically, economically and for his international ambitions. With foreign investors most likely to shoulder the cost of redistribution. https://t.co/xA3GksIxNr https://t.co/x1WOAgK56W",7
215,15,Kevin Rudd,2021-10-16 01:33:00+00:00,"Murdoch's Liberal protection racket on vivid display today… Tasmania's Liberals go to lockdown over a single case and Murdoch cheers. But in Victoria, Murdoch screeches ""Dan's Hermit Kingdom"". What liars. Taking us all for fools. #MurdochRoyalCommission / https://t.co/3ZKpxswe3U https://t.co/SPaBdstWNU",1
216,16,Kevin Rudd,2021-10-15 22:39:40+00:00,"Now he's been shamed into going, Morrison must take more than spin to Glasgow. Here's my rundown of the tricks to look out for, in case Morrison tries to hoodwink us on his 2030 carbon reduction targets. https://t.co/8nsksrV5GP",22
217,17,Kevin Rudd,2021-10-15 02:02:14+00:00,"A classic Morrison hatchet job. This professional British diplomat is simply doing her job, representing the UK Government's interests as chair of COP26. Yet Morrison's Govt can't help but unleash their goons through the British conservative press to anonymously sink the knife. https://t.co/eFqA7cMRHp",2
218,18,Kevin Rudd,2021-10-15 01:09:51+00:00,Memo to Morrison: We are not amused. https://t.co/vGxaT8iBtY,1
219,19,Kevin Rudd,2021-10-14 08:53:46+00:00,Young Australians are miles ahead of Morrison on the pressing need for climate action. Morrison owes it to them to drop the political games. He should front up to COP26 in Glasgow with serious 2030 carbon reduction targets. https://t.co/XhRdQ2XzzM,8
220,20,Kevin Rudd,2021-10-14 05:29:50+00:00,This is just dangerous with NSW coming out of lockdown. Yet Hunt attacked the states for asking Canberra for more support for public hospitals to deal with the likely surge. This from Hunt who failed us all in doing his job on vaccines and quarantine.  https://t.co/eRpaBge25i,5
221,21,Kevin Rudd,2021-10-13 02:08:32+00:00,Prepare for more of this sort of fearless &amp; impartial reporting from the Murdoch monopoly! They're in damage control over their tarnished brand for rancid disinformation on COVID-19 &amp; climate. Everybody knows it. But they’re so arrogant they take the people for fools. https://t.co/DqTvaWARFz,2
222,22,Kevin Rudd,2021-10-12 23:08:15+00:00,Cynically pretend to one audience you now support climate action while still allowing Bolt’s denialism to rage to the other! Why?1)Murdoch greenwashing 2)Keep audience share 3)Give Morrison cover to crabwalk to 2050 carbon neutral while still doing nothing https://t.co/XTlw40WGcW,23
223,23,Kevin Rudd,2021-10-12 02:59:41+00:00,"You know Morrison has really gone beyond the pale with his climate inaction when the heir to the British throne goes beyond usual Palace protocols to call upon Australia's Prime Minister to just front up and attend the Glasgow climate summit, COP26.
https://t.co/dpvt51IBxX",2
224,24,Kevin Rudd,2021-10-12 01:23:00+00:00,Murdoch is today predicting an investment bonanza for agriculture under a decarbonised economy. I wonder what’s changed since they joined with the Liberal to criticise climate action under Labor as a “lunchbox tax”. #MurdochRoyalCommission / https://t.co/3ZKpxswe3U https://t.co/f3sOYusxya,1
225,25,Kevin Rudd,2021-10-11 22:51:00+00:00,"Murdoch now says that decarbonising the economy will create $2.1 trillion of new opportunities. Yet when Labor proposed something similar, it was going to cost $60 billion! Liars and Hypocrites. #MurdochRoyalCommission / https://t.co/3ZKpxsNPsu https://t.co/sK3XzRQWPZ",22
226,26,Kevin Rudd,2021-10-11 20:03:00+00:00,Murdoch spent years working hand-in-glove with the LNP to frighten the people of central Queensland into thinking they have no future beyond thermal coalmining. This reversal proves it was all a politically-driven lie. #MurdochRoyalCommission / https://t.co/3ZKpxsNPsu https://t.co/NeuIgj7mvL,20
227,27,Kevin Rudd,2021-10-11 10:54:06+00:00,"Murdoch now says deploying green technology, like electric vehicles, can create 672,000 new jobs by 2050. Funny – when Labor suggested increasing EVs, Murdoch attacked it as a new “stealth tax!” And Morrison said it was the end of the Aussie long weekend! #MurdochRoyalCommission https://t.co/Af102H9FXF https://t.co/oV54NpevBH",10
228,28,Kevin Rudd,2021-10-11 06:50:00+00:00,Murdoch should crawl back into his crypt… How on earth can he expect Australians to believe he’s changed his spots on climate change action - when even as late as the 2019 election he was attacking action - and Sky still is! #MurdochRoyalCommission / https://t.co/3ZKpxsNPsu https://t.co/f9BDSnDHvB,6
229,29,Kevin Rudd,2021-10-11 05:09:17+00:00,"Murdoch is now drowning in greenwash, giving political cover for Morrison's pre-election U-turn on carbon neutrality. How do these hypocrites explain their vicious campaign against Labor climate policy ""shattering"" the economy? #MurdochRoyalCommission / https://t.co/3ZKpxswe3U https://t.co/VmhLt9O4vx",5
230,30,Kevin Rudd,2021-10-11 00:37:59+00:00,"What a total bucket of greenwash from Murdoch, the supreme hypocrite, whose monopoly has attacked climate action for more than a decade. Meanwhile Murdoch’s Sky continues that attack. All to provide political cover for a Morrison U-turn on 2050. They really do take us for fools. https://t.co/Af102H9FXF https://t.co/d7sLGGISVY",0
231,31,Kevin Rudd,2021-10-10 02:45:33+00:00,"Here’s a thread with some facts and figures about Sky News, as produced by Murdoch’s own commissioned market research. They reach 9.1 million Australians a month. #MurdochRoyalCommission / https://t.co/3ZKpxsNPsu https://t.co/gSG73cCZ4d",2
232,32,Kevin Rudd,2021-10-10 02:45:32+00:00,"Breathtaking arrogance from the outgoing ABC news boss, telling staff to pay no attention to Murdoch's SkyNews. US media elites tried to ignore Fox News, and look where it landed their country. Sky's YouTube channel is already twice the ABC's size. https://t.co/YpIrR4Fzxm",2
233,33,Kevin Rudd,2021-10-09 11:54:29+00:00,This is grossly irresponsible. Triumph of libertarian politics over sound public health policy.  https://t.co/a5ZQChfYcA,11
234,34,Kevin Rudd,2021-10-09 03:01:07+00:00,"You always know the Liberals are hurting when their ever-reliable Murdoch Party ally, Janet Albrechtsen, comes out swinging. They're vulnerable on treatment of women &amp; climate inaction. So @jkalbrechtsen dutifully attacks Grace Tame &amp; Greta Thunberg. How wonderfully predictable. https://t.co/jt1LiTV9Xv",3
235,35,Kevin Rudd,2021-10-09 02:10:22+00:00,"Two Murdoch paragraphs, two Murdoch lies. I never claimed responsibility for Pfizer deliveries; I simply don't know what impact my call had. And Pfizer's statement didn't say this; only that I wasn't a party to Morrison's contract, which is obvious. Will they print a correction? https://t.co/EhatqUjKL2",2
236,36,Kevin Rudd,2021-10-08 23:07:55+00:00,"As a patron of the Sunny Coast Showdown, let me congratulate all the winners. They'll receive help from the Sunshine Coast Screen Collective and great mentoring to get their film/TV concepts off the ground. Really looking forward to seeing the final cuts! https://t.co/Nde6PceKLx",23
237,37,Kevin Rudd,2021-10-08 10:42:44+00:00,"Here's @RNBreakfast's interview with Malcolm Turnbull on this. He knows this stuff better than most, having negotiated the original contract with the French. And his concerns are now being echoed by nuclear weapons experts in the United States. https://t.co/gzpycarjSK",10
238,38,Kevin Rudd,2021-10-08 10:42:43+00:00,"First Morrison and Dutton recklessly shred Australia's reputation as a trustworthy partner. Now the Americans have to work overtime to clean up Morrison's mess, with pressure building on Biden to junk the whole subs deal. Truly amazing work, Scott. https://t.co/GQY6GzJGfm",10
239,39,Kevin Rudd,2021-10-08 06:13:21+00:00,"By comparison, here's how Murdoch's #CourierFail covered Abbott's announcement in 2013 that his first cabinet would include just one woman, with Abbott naming himself Minister for Women… And yet they still deny running a protection racket for the LNP. #MurdochRoyalCommission https://t.co/4N8aqU436b",6
240,40,Kevin Rudd,2021-10-08 06:13:19+00:00,So Murdoch’s #CourerFail Editor Chris Jones attacks @AnnastaciaMP for taking charge of the Olympics. Imagine if the Premier had NOT taken responsibility for QLD's single biggest undertaking in more than a century… She’d be attacked for relegating its significance. What a fool. https://t.co/njbTNfWJTZ,6
241,41,Kevin Rudd,2021-10-08 03:33:14+00:00,"So the International Panel of Climate Scientists conclude climate change is caused by humans; that carbon neutrality by 2050 is essential; that bigger carbon reductions are critical now.Morrison’s public servants agree. Only Morrison,Joyce &amp; Murdoch oppose https://t.co/w4jTQeEnC5",3
242,42,Kevin Rudd,2021-10-08 00:38:55+00:00,Now one of the biggest stories in Washington: Joe Biden's extraordinary efforts to clean up after Morrison's shambolic breach of trust with France. Analysts are stunned by the epic incompetence of Morrison and Dutton's botched diplomacy. https://t.co/zTAtc8Ejt2,0
243,43,Kevin Rudd,2021-10-07 11:19:40+00:00,"Evergrande’s impact on Chinese financial stability isn’t just a problem for the economy, it’s a problem for Xi Jinping’s grand plans as well. Here is a discussion Henry Cornell, @wendyscutler and I did today at the @AsiaSociety on what it means for us all. https://t.co/LJtIvfWq2p",11
244,44,Kevin Rudd,2021-10-07 03:20:17+00:00,"The People's Daily would be extremely proud of Murdoch's continuing efforts to confuse and distract Australian voters. The reality is this: the NSW Government is in chaos because of a corruption scandal, not Victoria. #MurdochRoyalCommission / https://t.co/3ZKpxswe3U https://t.co/wgEWmdam8k",3
245,45,Kevin Rudd,2021-10-06 11:14:48+00:00,This Murdoch right-wing nut job should just stick to polarising America. Not Australia. Most of us here still believe in something quaintly called - “science”. This bloke was Trump’s greatest groveller. And stitched at the hip to Murdoch’s  mini-me Lachlan https://t.co/bUbEHud8mP,11
246,46,Kevin Rudd,2021-10-06 04:01:00+00:00,"Murdoch’s protection racket is wonderfully consistent… But in case you’ve forgotten, the NSW Govt is in chaos because the independent corruption watchdog is investigating allegations the last premier failed to report suspected corruption in her own ranks. #MurdochRoyalCommission https://t.co/X52y3zc4IF",4
247,47,Kevin Rudd,2021-10-06 03:14:58+00:00,What a Morrison-Dutton triumph! 1)US President has to apologise to Macron because Morrison misled him. 2) Europe now divided on China strategy. 3)France isolates Oz in Europe on trade and climate.4)No Oz subs until 2040. And China very happy with 1-4 above https://t.co/z8RcPnI8j6,3
248,48,Kevin Rudd,2021-10-05 10:24:31+00:00,"Memo to Hunt (he who failed the nation on vaccine supply &amp; quarantine).When you tell states to throw open borders &amp; end lockdowns, there’ll be a surge in hospital admissions from Covid.  That’s why hospital resources will be pushed to breaking point. Fool. https://t.co/OSnkhFAIgo",10
249,49,Kevin Rudd,2021-10-05 07:40:53+00:00,Is this incompetence or corruption?! Frydenberg was warned companies appeared to be altering revenue data to receive JobKeeper but did nothing about it. And this very same economic illiterate rubbished our govt’s world-leading response to the GFC. https://t.co/QLUPCQCQtz,7
250,50,Kevin Rudd,2021-10-05 05:42:08+00:00,"Murdoch's global empire has been promoting the conspiracy theory that Australians are being held hostage by tyrannical governments as part of a ""new world order"". No wonder these Americans think we need to be ""saved"". #MurdochRoyalCommission / https://t.co/3ZKpxswe3U https://t.co/tloYtDYcgA",5
251,51,Kevin Rudd,2021-10-04 01:49:12+00:00,How strange to see Alexander Downer—in an article downplaying the rise of China—cited only as an ex-foreign minister &amp; ex-high commissioner. Does Downer think we’ve all forgotten he was a fully paid-up director for Huawei Australia’s Board of Directors? https://t.co/IjifnrtJvy,1
252,52,Kevin Rudd,2021-10-03 11:01:32+00:00,Murdoch’s Credlin rewriting the history of COVID. They attack Victoria while praising Berejiklian. Forget that months of tragedy in NSW came about because she refused to lock down against Delta. Then it spread to Vic. https://t.co/zSHzqBGqmF,11
253,53,Kevin Rudd,2021-10-03 09:18:41+00:00,"Great that Qld is hosting the Grand Final. I’ve always been a Wayne Bennett fan. I first met him with Premier Wayne Goss decades ago when he first coached the Broncos. We were mad to lose him. Regrettably, I wasn’t able to make it along this year. So, I’m backing the Bunnies! https://t.co/46zXioFESP",9
254,54,Kevin Rudd,2021-10-03 04:11:53+00:00,"Perhaps Morrison and Hunt, both responsible for national vaccine supply, could answer these nurses speaking from the front line. It takes the ABC to report this. You won’t find it in the Murdoch media - who are working full time for Morrison’s re-election. https://t.co/MQr3eeM6Oo",4
255,55,Kevin Rudd,2021-10-03 00:58:17+00:00,"Oops! Murdoch’s greenwashing campaign for net zero hasn’t got to his minions yet. Today, Murdoch’s washed up columnist, Gleeson, has a crack at Turnbull &amp; I on the net zero ‘death warrant’. Murdoch is a cancer on democracy—and the planet. #MurdochRoyalCommission https://t.co/v8p4olHz6D",0
256,56,Kevin Rudd,2021-10-02 23:54:04+00:00,"There’s bias for you. @AnnastaciaMP works her guts out to keep QLD Covid-free with few lockdowns, vs Berejiklian’s appalling mismanagement, now 60k cases &amp; hundreds of tragic deaths. That’s what a media monopoly does, keeping one side in power—so long as they toe the line. https://t.co/JuJU2qYU2s",23
257,57,Kevin Rudd,2021-10-02 03:30:55+00:00,"Seems Turnbull &amp; I have upset the protection racket again. Diddums. Murdoch’s definition of a good fmr PM is one who quietly yields to the rules of the game: 1) never attack Murdoch; 2) never critique Morrison on anything. No thanks. How surprising, Dutton said as much yesterday! https://t.co/wwb6x0yYdr",3
